Title,Genre,Artist,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
I Walk the Line,country,Johnny Cash,6uya0AiJA1Avd4DY2XFlVm,I Walk The Line - Single Version,With His Hot and Blue Guitar,67.0,Y,1957-01-01,0.862,0.484,-11.183,0.0421,0.798,0.00105,0.105,0.787,10.0,1.0,105.834,163046.0
I Will Wait,country,Mumford & Sons,1fXiYSWmkKJfRKMegCkI11,I Will Wait,Babel (Deluxe Version),66.0,N,2012-09-25,0.478,0.758,-5.4,0.0331,0.00974,0.00717,0.312,0.452,1.0,1.0,131.109,276720.0
Love Story (Taylor’s Version),country,Taylor Swift,3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),Love Story (Taylor’s Version),77.0,N,2021-02-12,0.626,0.79,-4.302,0.0311,0.135,3.97e-06,0.0989,0.416,2.0,1.0,119.082,235767.0
I Knew You Were Trouble.,country,Taylor Swift,6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,Red (Big Machine Radio Release Special),75.0,N,2012-10-22,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,3.0,0.0,77.019,219720.0
FourFiveSeconds,country,Rihanna,78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,FourFiveSeconds,77.0,Y,2015-01-24,0.582,0.272,-5.662,0.0501,0.875,0.0,0.13,0.354,2.0,1.0,205.846,188238.0
willow,country,Taylor Swift,0lx2cLdOt3piJbcaXIV74f,willow,evermore,74.0,N,2020-12-11,0.392,0.574,-9.195,0.17,0.833,0.00179,0.145,0.529,7.0,1.0,81.112,214707.0
You Belong With Me (Taylor’s Version),country,Taylor Swift,1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),80.0,N,2021-04-09,0.632,0.773,-4.856,0.0346,0.0623,0.0,0.0885,0.474,6.0,1.0,130.033,231124.0
The Climb,country,Miley Cyrus,0V8FYVlBFuXXTIvRnMbZyS,The Climb,Hannah Montana The Movie,63.0,N,2009-01-01,0.327,0.588,-6.611,0.0336,0.0834,0.0,0.104,0.329,4.0,1.0,161.074,236067.0
This Is the Life,country,Amy Macdonald,2T3jgoAMbBXiMMD8pSc6QL,This Is The Life,This Is The Life (eDeluxe),74.0,N,2007-01-01,0.628,0.882,-5.024,0.0323,0.259,0.0,0.065,0.853,1.0,0.0,95.083,184413.0
Enchanted,country,Taylor Swift,10eBRyImhfqVvkiVEGf0N0,Enchanted,Speak Now,62.0,N,2010-10-25,0.455,0.623,-3.878,0.0288,0.0739,0.000424,0.146,0.208,8.0,1.0,163.893,352187.0
Hey Brother,country,Avicii,4lhqb6JvbHId48OUJGwymk,Hey Brother,True,77.0,N,2013-01-01,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,7.0,0.0,125.014,255093.0
Nobody Gets Me,country,SZA,5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,SOS,83.0,N,2022-12-09,0.358,0.284,-8.285,0.0285,0.805,0.0,0.183,0.276,7.0,1.0,99.796,180853.0
9 to 5,country,Dolly Parton,4w3tQBXhn5345eUXDGBWZG,9 to 5,9 To 5 And Odd Jobs,79.0,N,1980,0.554,0.783,-5.852,0.0457,0.416,1.54e-06,0.631,0.813,6.0,1.0,105.39,162467.0
Perfect,country,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Perfect,÷ (Deluxe),85.0,N,2017-03-03,0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,8.0,1.0,95.05,263400.0
Before He Cheats,country,Carrie Underwood,0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,Some Hearts,77.0,N,2005-11-14,0.519,0.749,-3.318,0.0405,0.271,0.0,0.119,0.29,6.0,0.0,147.905,199947.0
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),country,Taylor Swift,5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),79.0,N,2021-11-12,0.631,0.518,-8.771,0.0303,0.274,0.0,0.088,0.205,0.0,1.0,93.023,613027.0
"Take Me Home, Country Roads",country,John Denver,1QbOvACeYanja5pbnJbAmk,"Take Me Home, Country Roads","The John Denver Collection, Vol 1: Take Me Home Country Roads",73.0,N,1997-06-17,0.38,0.43,-12.564,0.0288,0.546,1.71e-05,0.188,0.547,9.0,1.0,82.204,197813.0
Not Fair,country,Lily Allen,3NHXj1DBuoxA7HL0xfQAZC,Not Fair,"It's Not Me, It's You",44.0,N,2009-01-26,0.718,0.806,-9.191,0.0376,0.052,0.0137,0.0932,0.929,5.0,1.0,121.488,202547.0
Mariners Apartment Complex,country,Lana Del Rey,6OG05bPAwUuV3OMvy2Vy1P,Mariners Apartment Complex,Norman Fucking Rockwell!,68.0,N,2019-08-30,0.531,0.252,-12.765,0.028,0.763,0.000133,0.104,0.159,9.0,1.0,76.054,247150.0
Our Song,country,Taylor Swift,15DeqWWQB4dcEWzJg15VrN,Our Song,Taylor Swift,68.0,N,2006-10-24,0.668,0.672,-4.931,0.0303,0.111,0.0,0.329,0.539,2.0,1.0,89.011,201107.0
22,country,Taylor Swift,3yII7UwgLF6K5zW3xad3MP,22 (Taylor's Version),Red (Taylor's Version),73.0,N,2021-11-12,0.642,0.695,-5.62,0.0281,0.000443,1.02e-05,0.0753,0.642,7.0,1.0,103.984,230960.0
I Knew You Were Trouble (Taylor's Version),country,Taylor Swift,6AtZLIzUINvExIUy4QhdjP,I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),73.0,N,2021-11-12,0.584,0.557,-6.371,0.0342,0.0129,0.0,0.0576,0.767,6.0,1.0,154.008,219760.0
Folsom Prison Blues,country,Johnny Cash,2fDHuS1PTkHBbCWWZF1ph9,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",At Folsom Prison,67.0,N,1968-05-01,0.621,0.524,-15.269,0.0803,0.0652,0.00199,0.893,0.889,0.0,1.0,110.586,162653.0
Life Is a Highway,country,Rascal Flatts,5gB2IrxOCX2j9bMnHKP38i,Life is a Highway,Cars (Original Motion Picture Soundtrack),72.0,N,2006-01-01,0.562,0.934,-5.562,0.0607,0.00211,0.0,0.199,0.558,5.0,1.0,103.042,275640.0
Shallow,country,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,Shallow,A Star Is Born Soundtrack,83.0,Y,2018-10-05,0.577,0.385,-6.362,0.03,0.371,0.0,0.231,0.331,7.0,1.0,95.82,215733.0
Need 2,country,Pinegrove,3kQfBtkQqgN1fAMfhks8TU,Need 2,Everything So Far,78.0,N,2015-10-15,0.552,0.634,-8.302,0.0261,0.00994,0.202,0.0798,0.213,1.0,0.0,76.557,191797.0
Timber (feat. Ke$ha),country,Pitbull,2oE4qb8ivlZ22iNV1d4ExE,Timber (feat. Ke$ha),Summer Hits of the 10s,12.0,Y,2021-05-07,0.589,0.966,-4.106,0.0972,0.03,0.0,0.147,0.802,11.0,1.0,129.983,204200.0
Back to December,country,Taylor Swift,3DrjZArsPsoqbLzUZZV1Id,Back To December,Speak Now,56.0,N,2010-10-25,0.529,0.67,-4.663,0.0303,0.117,0.0,0.334,0.286,2.0,1.0,141.893,293027.0
BETTY,country,Taylor Swift,5kI4eCXXzyuIUXjQra0Cxi,betty,folklore,70.0,N,2020-07-24,0.593,0.377,-8.761,0.0253,0.6,0.0,0.0976,0.502,0.0,1.0,95.939,294521.0
lacy,country,Olivia Rodrigo,6QT6j7rKt7Vk3IuV2AUO9W,lacy,GUTS,75.0,N,2023-09-08,0.395,0.367,-7.653,0.0324,0.815,0.0,0.11,0.426,3.0,1.0,77.968,177212.0
We Are Never Ever Getting Back Together (Taylor's Version),country,Taylor Swift,5YqltLsjdqFtvqE7Nrysvs,We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),74.0,N,2021-11-12,0.567,0.686,-6.139,0.175,0.0317,1.86e-06,0.0732,0.716,7.0,1.0,172.014,193147.0
Lookin' Out My Back Door,country,Creedence Clearwater Revival,3RTUfvRgq3pYTf7XY0FIcS,Lookin' Out My Back Door,Cosmo's Factory (Expanded Edition),58.0,N,1970-07-25,0.745,0.656,-6.393,0.0405,0.188,0.00337,0.0941,0.858,10.0,1.0,105.318,152453.0
Angels Like You,country,Miley Cyrus,1daDRI9ahBonbWD8YcxOIB,Angels Like You,Plastic Hearts,81.0,N,2020-11-27,0.672,0.642,-4.035,0.0313,0.0981,0.0,0.1,0.494,5.0,1.0,121.981,196453.0
22 (Taylor's Version),country,Taylor Swift,3yII7UwgLF6K5zW3xad3MP,22 (Taylor's Version),Red (Taylor's Version),73.0,N,2021-11-12,0.642,0.695,-5.62,0.0281,0.000443,1.02e-05,0.0753,0.642,7.0,1.0,103.984,230960.0
Harvest Moon,country,Neil Young,7sCHy8QQUz3CRvUMp53Cbm,Harvest Moon,Greatest Hits,57.0,N,2004-11-15,0.648,0.31,-12.431,0.0264,0.53,0.000231,0.124,0.408,2.0,1.0,112.938,303213.0
Red (Taylor's Version),country,Taylor Swift,4OAuvHryIVv4kMDNSLuPt6,Red (Taylor's Version),Red (Taylor's Version),72.0,N,2021-11-12,0.516,0.777,-4.908,0.0375,0.00108,1.62e-06,0.0761,0.408,1.0,0.0,125.047,223093.0
Old Town Road - Remix,country,Lil Nas X,2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,7 EP,72.0,Y,2019-06-21,0.878,0.619,-5.56,0.102,0.0533,0.0,0.113,0.639,6.0,1.0,136.041,157067.0
Mine,country,Taylor Swift,0dBW6ZsW8skfvoRfgeerBF,Mine,Speak Now,54.0,N,2010-10-25,0.624,0.757,-2.94,0.0296,0.00265,1.87e-06,0.189,0.658,7.0,1.0,121.07,230707.0
Nothing Breaks Like a Heart (feat. Miley Cyrus),country,Mark Ronson,27rdGxbavYJeBphck5MZAF,Nothing Breaks Like a Heart (feat. Miley Cyrus),Nothing Breaks Like a Heart (feat. Miley Cyrus),69.0,Y,2018-11-30,0.601,0.794,-5.844,0.0671,0.00987,1.36e-06,0.388,0.244,7.0,0.0,114.066,217467.0
sWeeT CreAtUre,country,Harry Styles,5kRPPEWFJIMox5qIkQkiz5,Sweet Creature,Harry Styles,71.0,N,2017-05-12,0.427,0.262,-8.541,0.0276,0.746,0.0,0.068,0.228,7.0,1.0,104.085,224867.0
"no body, no crime (feat. HAIM)",country,Taylor Swift,3RaT22zZsxVYxxKR7TAaYF,"no body, no crime (feat. HAIM)",evermore,64.0,Y,2020-12-11,0.546,0.613,-7.589,0.0264,0.418,0.0,0.103,0.535,7.0,0.0,79.015,215627.0
Feel Good Inc.,electronic,Gorillaz,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Demon Days,82.0,N,2005-05-23,0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,6.0,1.0,138.559,222640.0
Poker Face,electronic,Lady Gaga,5R8dQOPq8haW94K7mgERlO,Poker Face,The Fame,76.0,N,2008-01-01,0.851,0.806,-4.618,0.0787,0.119,1.72e-06,0.121,0.774,4.0,1.0,119.001,237200.0
Kids,electronic,MGMT,1jJci4qxiYcOHhQR247rEU,Kids,Oracular Spectacular,77.0,N,2007-12-14,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,9.0,1.0,122.961,302840.0
Stronger,electronic,Kanye West,0j2T0R9dR9qdJYsB7ciXhf,Stronger,Graduation,79.0,N,2007-09-11,0.617,0.716,-7.858,0.136,0.0056,0.0,0.408,0.496,1.0,1.0,104.014,311867.0
Bad Romance,electronic,Lady Gaga,0SiywuOBRcynK0uKGWdCnn,Bad Romance,The Fame Monster (Deluxe Edition),82.0,N,2009-11-05,0.695,0.921,-3.752,0.0363,0.00314,5.26e-05,0.0842,0.714,0.0,1.0,119.007,294573.0
Electric Feel,electronic,MGMT,3FtYbEfBqAlGO46NUDQSAt,Electric Feel,Oracular Spectacular,79.0,N,2007-12-14,0.763,0.803,-3.713,0.0351,0.0709,0.285,0.348,0.561,1.0,1.0,103.04,229640.0
Somebody That I Used To Know,electronic,Gotye,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,Making Mirrors,74.0,Y,2011-01-01,0.864,0.495,-7.036,0.037,0.591,0.000133,0.0992,0.72,0.0,1.0,129.062,244973.0
Just Dance,electronic,Lady Gaga,2x7MyWybabEz6Y6wvHuwGE,Just Dance,The Fame,74.0,Y,2008-01-01,0.822,0.739,-4.541,0.0311,0.0264,4.28e-05,0.181,0.745,1.0,0.0,118.99,241933.0
Clint Eastwood,electronic,Gorillaz,7yMiX7n9SBvadzox8T5jzT,Clint Eastwood,Gorillaz,69.0,N,2001,0.663,0.694,-8.627,0.171,0.0253,0.0,0.0698,0.525,10.0,0.0,167.953,340920.0
Paparazzi,electronic,Lady Gaga,7Hqig8kp32q2Ire3ECQvWM,Paparazzi,The Fame,71.0,N,2008-01-01,0.762,0.692,-3.973,0.0437,0.112,0.0,0.094,0.397,5.0,0.0,114.903,208307.0
Time to Pretend,electronic,MGMT,4iG2gAwKXsOcijVaVXzRPW,Time to Pretend,Oracular Spectacular,75.0,N,2007-12-14,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,2.0,1.0,100.99,261000.0
Paranoid Android,electronic,Radiohead,6LgJvl0Xdtc73RJ1mmpotq,Paranoid Android,OK Computer,68.0,N,1997-05-28,0.251,0.848,-6.501,0.0579,0.0377,0.00591,0.0545,0.207,5.0,1.0,163.709,387213.0
Paper Planes,electronic,M.I.A.,1ixbwbeBi5ufN4noUKmW5a,Paper Planes,Kala,75.0,N,2007-08-20,0.447,0.848,-6.175,0.222,0.033,7.46e-05,0.65,0.485,2.0,1.0,172.253,205200.0
I Gotta Feeling,electronic,Black Eyed Peas,2H1047e0oMSj10dgp7p2VG,I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),74.0,N,2009-01-01,0.744,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,0.0,1.0,127.966,289133.0
One More Time,electronic,Daft Punk,0DiWol3AO6WpXZgp0goxAV,One More Time,Discovery,75.0,N,2001-03-12,0.613,0.697,-8.618,0.133,0.0194,0.0,0.332,0.476,2.0,1.0,122.746,320357.0
DARE,electronic,Gorillaz,4Hff1IjRbLGeLgFgxvHflk,DARE,Demon Days,76.0,N,2005-05-23,0.76,0.891,-5.852,0.0372,0.0229,0.0869,0.298,0.966,11.0,0.0,120.264,245000.0
"Harder, Better, Faster, Stronger",electronic,Daft Punk,5W3cjX2J3tjhG8zb6u0qHn,"Harder, Better, Faster, Stronger",Discovery,69.0,N,2001-03-12,0.817,0.716,-8.898,0.144,0.0427,0.00263,0.358,0.692,6.0,0.0,123.474,224693.0
Midnight City,electronic,M83,1eyzqe2QqGZUmfcPZtrIyt,Midnight City,"Hurry Up, We're Dreaming",69.0,N,2011,0.526,0.712,-6.525,0.0356,0.0161,0.0,0.179,0.32,11.0,0.0,105.009,241440.0
Starboy,electronic,The Weeknd,7MXVkk9YMctZqd1Srtv4MB,Starboy,Starboy,88.0,Y,2016-11-25,0.679,0.587,-7.015,0.276,0.141,6.35e-06,0.137,0.486,7.0,1.0,186.003,230453.0
Royals,electronic,Lorde,4SDWMFvYJKtK1QPhIOeZhd,Royals,The Love Club EP,55.0,N,2013-03-08,0.674,0.426,-9.504,0.122,0.12,0.0,0.132,0.337,7.0,1.0,84.876,190185.0
What You Know,electronic,Two Door Cinema Club,3GBApU0NuzH4hKZq4NOSdA,What You Know,Tourist History,73.0,N,2010-02-17,0.563,0.739,-4.239,0.0416,0.00073,1.45e-05,0.0822,0.775,6.0,0.0,139.0,191707.0
Jigsaw Falling Into Place,electronic,Radiohead,0YJ9FWWHn9EfnN0lHwbzvV,Jigsaw Falling Into Place,In Rainbows,75.0,N,2007-12-28,0.462,0.832,-6.085,0.0479,0.108,0.00416,0.0741,0.807,11.0,0.0,165.653,248893.0
Teardrop,electronic,Massive Attack,67Hna13dNDkZvBpTXRIaOJ,Teardrop,Mezzanine,70.0,Y,1998-01-01,0.615,0.419,-8.8,0.0395,0.0173,0.497,0.135,0.216,11.0,0.0,76.997,330773.0
Only Girl (In the World),electronic,Rihanna,2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),Loud (Japan Version),83.0,N,2010-01-01,0.789,0.706,-4.233,0.0429,0.112,1.71e-05,0.0586,0.638,11.0,0.0,125.918,235493.0
Kill Bill,electronic,SZA,3OHfY25tqY28d16oZczHc8,Kill Bill,SOS,78.0,N,2022-12-09,0.644,0.728,-5.75,0.0351,0.0543,0.169,0.161,0.43,8.0,1.0,88.993,153947.0
All I Need,electronic,Radiohead,5Qv2Nby1xTr9pQyjkrc94J,All I Need,In Rainbows,72.0,N,2007-12-28,0.67,0.478,-8.689,0.0355,0.531,0.428,0.138,0.0997,4.0,0.0,88.014,228747.0
Enjoy the Silence,electronic,Depeche Mode,6WK9dVrRABMkUXFLNlgWFh,Enjoy the Silence,The Singles 86-98,72.0,N,1998-09-28,0.663,0.838,-5.744,0.0286,0.2,0.000177,0.0782,0.752,0.0,0.0,112.788,255133.0
Walking on a Dream,electronic,Empire of the Sun,3HfhB8sYqLlVmpBPb7cc2x,Walking On A Dream,Walking On A Dream,68.0,N,2008-01-01,0.87,0.699,-5.541,0.0459,0.245,6.76e-06,0.0588,0.727,5.0,0.0,126.967,198440.0
The Hills,electronic,The Weeknd,7fBv7CLKzipRk6EC6TWHOB,The Hills,Beauty Behind The Madness,84.0,N,2015-08-28,0.585,0.564,-7.063,0.0515,0.0671,0.0,0.135,0.137,0.0,0.0,113.003,242253.0
On Melancholy Hill,electronic,Gorillaz,0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,Plastic Beach,78.0,N,2010-03-03,0.689,0.739,-5.81,0.026,1.51e-05,0.509,0.064,0.578,2.0,1.0,120.423,233867.0
S&M,electronic,Rihanna,2u02eLj96Atd6TBxkH9YvN,S&M,Loud,54.0,N,2010-11-15,0.767,0.682,-5.02,0.042,0.0113,0.00016,0.104,0.833,1.0,1.0,127.975,243533.0
Tainted Love,electronic,Soft Cell,58E1XVmZTODC67YNjneuXM,Tainted Love,Non-Stop Erotic Cabaret,57.0,N,1981,0.542,0.45,-9.931,0.0361,0.558,6.43e-06,0.579,0.626,7.0,0.0,144.437,153840.0
Everything in Its Right Place,electronic,Radiohead,2kRFrWaLWiKq48YYVdGcm8,Everything In Its Right Place,Kid A,69.0,N,2000-10-02,0.296,0.463,-11.412,0.0449,0.705,0.0482,0.0954,0.0629,5.0,0.0,123.943,251427.0
LoveGame,electronic,Lady Gaga,0TcJ7QWpggdSg8t0fHThHm,LoveGame,The Fame,69.0,N,2008-01-01,0.894,0.678,-5.611,0.0523,0.00569,2.43e-06,0.317,0.844,6.0,0.0,105.029,216333.0
Nude,electronic,Radiohead,35YyxFpE0ZTOoqFx5bADW8,Nude,In Rainbows,69.0,N,2007-12-28,0.516,0.342,-9.785,0.0342,0.832,0.579,0.0857,0.167,4.0,1.0,128.378,255387.0
Intro,electronic,The xx,5VfEuwErhx6X4eaPbyBfyu,Intro,xx,63.0,N,2009-08-18,0.617,0.778,-8.872,0.027,0.459,0.925,0.128,0.152,9.0,0.0,100.363,127920.0
Alejandro,electronic,Lady Gaga,4lwavw59UjXUPJZtKNdFYp,Alejandro,The Fame Monster (Deluxe Edition),70.0,N,2009-08-05,0.626,0.799,-6.612,0.0461,0.00036,0.00155,0.36,0.37,11.0,0.0,98.993,274213.0
TiK ToK,electronic,Ke$ha,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Animal (Expanded Edition),84.0,N,2010-01-01,0.755,0.837,-2.718,0.142,0.0991,0.0,0.289,0.714,2.0,0.0,120.028,199693.0
Lovers Rock,electronic,TV Girl,6dBUzqjtbnIa1TwYbyw5CM,Lovers Rock,French Exit,86.0,N,2014-06-05,0.559,0.871,-5.338,0.0397,7.53e-06,0.00545,0.096,0.572,5.0,0.0,104.97,213920.0
15 Step,electronic,Radiohead,4oXg7xT4ksBxHTx8PcmSXw,15 Step,In Rainbows,64.0,N,2007-12-28,0.598,0.854,-7.584,0.0422,0.0477,0.338,0.0934,0.844,1.0,1.0,94.458,237293.0
Gimme More,electronic,Britney Spears,6ic8OlLUNEATToEFU3xmaH,Gimme More,Blackout,81.0,N,2007-10-25,0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,2.0,1.0,113.324,251240.0
Airbag,electronic,Radiohead,7c378mlmubSu7NGkLFa4sN,Airbag,OK Computer,60.0,N,1997-05-28,0.305,0.872,-7.313,0.0503,0.00786,0.8,0.261,0.648,2.0,1.0,167.959,287880.0
Can't Feel My Face,electronic,The Weeknd,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,Beauty Behind The Madness,81.0,N,2015-08-28,0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,9.0,0.0,107.949,213520.0
Wake Me Up,electronic,Avicii,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,True,84.0,N,2013-01-01,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,2.0,1.0,124.08,247427.0
Around the World,electronic,Daft Punk,1pKYYY0dkg23sQQXi0Q5zN,Around the World,Homework,71.0,N,1997-01-17,0.956,0.795,-5.311,0.15,0.00356,0.889,0.0906,0.841,7.0,1.0,121.294,429533.0
Stressed Out,electronic,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Blurryface,85.0,N,2015-05-15,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,4.0,0.0,169.977,202333.0
Fireflies,electronic,Owl City,3DamFFqW32WihKkTVlwTYQ,Fireflies,Ocean Eyes,76.0,N,2009-01-01,0.512,0.662,-6.797,0.0439,0.0275,0.0,0.118,0.472,3.0,1.0,180.114,228347.0
All The Stars (with SZA),electronic,Kendrick Lamar,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),Black Panther The Album Music From And Inspired By,86.0,Y,2018-02-09,0.695,0.633,-4.946,0.0599,0.0612,0.000195,0.0926,0.557,8.0,1.0,96.782,232187.0
Save Your Tears,electronic,The Weeknd,5QO79kh1waicV47BqGRL3g,Save Your Tears,After Hours,84.0,N,2020-03-20,0.679,0.825,-5.487,0.0309,0.0212,1.21e-05,0.543,0.644,0.0,1.0,118.049,215627.0
Dirty Harry,electronic,Gorillaz,2bfGNzdiRa1jXZRdfssSzR,Dirty Harry,Demon Days,71.0,Y,2005-05-23,0.625,0.877,-7.176,0.162,0.0315,0.0811,0.672,0.865,10.0,0.0,192.296,230426.0
Take Me to Church,blues,Hozier,1CS7Sd1u5tWkstBhpssyjP,Take Me to Church,Hozier (Expanded Edition),80.0,N,2014-09-19,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,4.0,0.0,128.945,241693.0
All Along the Watchtower,blues,Jimi Hendrix,2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Electric Ladyland,73.0,N,1968-10-25,0.438,0.805,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,8.0,1.0,113.253,240800.0
Ain't No Sunshine,blues,Bill Withers,1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Just As I Am,82.0,N,1971-05-01,0.527,0.415,-11.451,0.122,0.457,1.72e-05,0.117,0.515,4.0,0.0,78.169,125093.0
Purple Haze,blues,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,Purple Haze,Are You Experienced,67.0,N,1967-05-12,0.533,0.905,-5.27,0.0754,0.00876,0.578,0.0698,0.486,2.0,1.0,108.9,170813.0
Sunshine of Your Love,blues,Cream,6FRwDxXsvSasw0y2eDArsz,Sunshine Of Your Love,Disraeli Gears,60.0,N,1967-11-02,0.684,0.481,-12.59,0.0384,0.475,6.57e-05,0.118,0.784,2.0,1.0,115.078,250000.0
Lonely Boy,blues,The Black Keys,5G1sTBGbZT5o4PNRc75RKI,Lonely Boy,El Camino,77.0,N,2011-12-06,0.356,0.872,-7.837,0.068,0.00417,0.00975,0.0997,0.607,2.0,1.0,166.3,193653.0
Stand By Me,blues,Ben E. King,3SdTKo2uVsxFblQjpScoHy,Stand By Me,Don't Play That Song (Mono),76.0,N,1962-08-20,0.65,0.306,-9.443,0.0393,0.57,7.07e-06,0.0707,0.605,9.0,1.0,118.068,180056.0
What A Wonderful World,blues,Louis Armstrong,29U7stRjqHU6rMiS8BfaI9,What A Wonderful World,What A Wonderful World,77.0,N,1968-01-01,0.271,0.165,-20.652,0.0351,0.726,1.54e-06,0.118,0.202,5.0,1.0,77.082,139227.0
Love Is a Losing Game,blues,Amy Winehouse,570ZDO2Lmh6NQChOU5xPUL,Love Is A Losing Game,Back To Black,56.0,N,2006-10-27,0.48,0.561,-5.874,0.027,0.317,0.00641,0.184,0.541,0.0,1.0,164.791,154160.0
Super Rich Kids,blues,Frank Ocean,0725YWm6Z0TpZ6wrNk64Eb,Super Rich Kids,channel ORANGE,75.0,Y,2012-07-10,0.739,0.419,-8.241,0.0854,0.219,0.0,0.196,0.58,3.0,0.0,60.493,304760.0
Wicked Game,blues,Chris Isaak,7w5AOd6HrDIHewHfpABEss,Wicked Game,Heart Shaped World,79.0,N,1989-06-13,0.663,0.296,-18.09,0.0294,0.68,0.00837,0.0879,0.359,9.0,1.0,112.306,289067.0
Hey Joe,blues,Jimi Hendrix,0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,Are You Experienced,66.0,N,1967-05-12,0.346,0.768,-5.695,0.0377,0.00603,0.38,0.0244,0.532,9.0,1.0,169.492,210160.0
Johnny B. Goode,blues,Chuck Berry,2QfiRTz5Yc8DdShCxG1tB2,Johnny B. Goode,Berry Is On Top,76.0,N,1959-07-01,0.534,0.803,-9.129,0.0743,0.741,6.07e-05,0.307,0.969,10.0,1.0,167.983,161560.0
Hit the Road Jack,blues,Ray Charles,2HoqbEOXgbDSLZ5XCePEXt,Hit the Road Jack,Soul,68.0,N,2021-06-04,0.598,0.571,-12.616,0.139,0.704,0.0,0.513,0.962,8.0,0.0,173.141,119880.0
Don't Know Why,blues,Norah Jones,1zNXF2svmdlNxfS5XeNUgr,Don't Know Why,Come Away With Me (Super Deluxe Edition),76.0,N,2002-02-26,0.745,0.219,-11.216,0.0276,0.851,1.8e-05,0.0678,0.635,5.0,1.0,88.609,186251.0
Tighten Up,blues,The Black Keys,2MVwrvjmcdt4MsYYLCYMt8,Tighten Up,Brothers,66.0,N,2010-05-18,0.504,0.705,-6.179,0.0665,0.00121,4.12e-06,0.453,0.567,6.0,0.0,108.965,211080.0
Rumour Has It,blues,Adele,2A73XBDBQgmdXO8VsXPWIs,Rumour Has It,21,65.0,N,2011-01-24,0.612,0.749,-5.014,0.0446,0.615,0.0,0.167,0.574,0.0,1.0,120.052,223267.0
Little Wing,blues,Jimi Hendrix,1Eolhana7nKHYpcYpdVcT5,Little Wing,Axis: Bold As Love,68.0,N,1967-12-01,0.515,0.534,-8.045,0.0768,0.181,0.00278,0.0547,0.426,6.0,1.0,70.776,145747.0
Feeling Good,blues,Nina Simone,6Rqn2GFlmvmV4w9Ala0I1e,Feeling Good,I Put A Spell On You,74.0,N,1965-06-01,0.451,0.326,-9.239,0.0372,0.863,0.0,0.192,0.55,7.0,0.0,81.726,174000.0
White Room,blues,Cream,3Xls4cNOwy01dtrNXb1inG,White Room,Wheels Of Fire,68.0,N,1968-07-01,0.553,0.576,-13.458,0.0304,0.191,0.00664,0.0365,0.457,0.0,1.0,109.827,298333.0
